tag	i	q	k	actual
mixture	11	0.000115	0.460	1
mixture	12	0.000125	0.500	1
mixture	13	0.000135	0.540	1
mixture	14	0.000145	0.580	1
mixture	15	0.000155	0.620	1
mixture	16	0.000165	0.660	1
mixture	17	0.000175	0.700	1
mixture	18	0.000185	0.740	1
mixture	19	0.000195	0.780	1
mixture	20	0.000205	0.820	1
mixture	21	0.000215	0.860	1
mixture	22	0.000225	0.900	1
mixture	23	0.000235	0.940	1
mixture	24	0.000245	0.980	1
mixture	25	0.000255	1.020	1
mixture	26	0.000265	1.060	1
mixture	27	0.000275	1.100	1
mixture	28	0.000285	1.140	1
mixture	29	0.000295	1.180	1
mixture	30	0.000305	1.220	1
mixture	31	0.000315	1.260	1
mixture	32	0.000325	1.300	1
mixture	33	0.000335	1.340	1
mixture	34	0.000345	1.380	1
mixture	35	0.000355	1.419	1
mixture	36	0.000365	1.459	1
mixture	37	0.000375	1.499	1
mixture	38	0.000385	1.539	1
mixture	39	0.000395	1.579	1
mixture	40	0.000405	1.619	1
mixture	41	0.000415	1.659	1
mixture	42	0.000425	1.699	1
mixture	43	0.000435	1.739	1
mixture	44	0.000445	1.779	1
mixture	45	0.000455	1.819	1
mixture	46	0.000465	1.859	1
mixture	47	0.000475	1.899	1
mixture	48	0.000485	1.939	1
mixture	49	0.000495	1.979	1
mixture	50	0.000505	2.019	1
mixture	51	0.000515	2.059	1
mixture	52	0.000525	2.099	1
mixture	53	0.000535	2.139	1
mixture	54	0.000545	2.179	1
mixture	55	0.000555	2.219	1
mixture	56	0.000565	2.259	1
mixture	57	0.000575	2.299	1
mixture	58	0.000590	2.359	2
mixture	59	0.000605	2.419	1
mixture	60	0.000620	2.478	2
mixture	61	0.000635	2.538	1
mixture	62	0.000650	2.598	2
mixture	63	0.000670	2.678	2
mixture	64	0.000690	2.758	2
mixture	65	0.000705	2.818	1
mixture	66	0.000720	2.878	2
mixture	67	0.000740	2.958	2
mixture	68	0.000760	3.038	2
mixture	69	0.000775	3.098	1
mixture	70	0.000790	3.158	2
mixture	71	0.000810	3.237	2
mixture	72	0.000825	3.297	1
mixture	73	0.000840	3.357	2
mixture	74	0.000860	3.437	2
mixture	75	0.000880	3.517	2
mixture	76	0.000900	3.597	2
mixture	77	0.000915	3.657	1
mixture	78	0.000925	3.697	1
mixture	79	0.000935	3.737	1
mixture	80	0.000955	3.816	3
mixture	81	0.000980	3.916	2
mixture	82	0.000995	3.976	1
mixture	83	0.001010	4.036	2
mixture	84	0.001025	4.096	1
mixture	85	0.001040	4.156	2
mixture	86	0.001065	4.255	3
mixture	87	0.001090	4.355	2
mixture	88	0.001115	4.455	3
mixture	89	0.001150	4.595	4
mixture	90	0.001180	4.714	2
mixture	91	0.001200	4.794	2
mixture	92	0.001230	4.914	4
mixture	93	0.001265	5.054	3
mixture	94	0.001290	5.153	2
mixture	95	0.001305	5.213	1
mixture	96	0.001325	5.293	3
mixture	97	0.001360	5.433	4
mixture	98	0.001385	5.532	1
mixture	99	0.001400	5.592	2
mixture	100	0.001420	5.672	2
mixture	101	0.001440	5.752	2
mixture	102	0.001470	5.871	4
mixture	103	0.001515	6.051	5
mixture	104	0.001545	6.170	1
mixture	105	0.001565	6.250	3
mixture	106	0.001590	6.350	2
mixture	107	0.001620	6.470	4
mixture	108	0.001645	6.569	1
mixture	109	0.001680	6.709	6
mixture	110	0.001720	6.868	2
mixture	111	0.001750	6.988	4
mixture	112	0.001785	7.127	3
mixture	113	0.001825	7.287	5
mixture	114	0.001860	7.426	2
mixture	115	0.001895	7.566	5
mixture	116	0.001945	7.765	5
mixture	117	0.002000	7.984	6
mixture	118	0.002045	8.163	3
mixture	119	0.002070	8.263	2
mixture	120	0.002105	8.402	5
mixture	121	0.002145	8.562	3
mixture	122	0.002185	8.721	5
mixture	123	0.002215	8.840	1
mixture	124	0.002255	9.000	7
mixture	125	0.002315	9.239	5
mixture	126	0.002365	9.438	5
mixture	127	0.002415	9.637	5
mixture	128	0.002475	9.875	7
mixture	129	0.002530	10.094	4
mixture	130	0.002560	10.214	2
mixture	131	0.002605	10.393	7
mixture	132	0.002660	10.612	4
mixture	133	0.002705	10.791	5
mixture	134	0.002775	11.069	9
mixture	135	0.002835	11.308	3
mixture	136	0.002860	11.407	2
mixture	137	0.002905	11.586	7
mixture	138	0.002960	11.805	4
mixture	139	0.003020	12.044	8
mixture	140	0.003095	12.342	7
mixture	141	0.003185	12.699	11
mixture	142	0.003280	13.077	8
mixture	143	0.003360	13.395	8
mixture	144	0.003450	13.752	10
mixture	145	0.003530	14.070	6
mixture	146	0.003615	14.408	11
mixture	147	0.003695	14.725	5
mixture	148	0.003770	15.023	10
mixture	149	0.003875	15.440	11
mixture	150	0.003945	15.718	3
mixture	151	0.003995	15.916	7
mixture	152	0.004090	16.293	12
mixture	153	0.004195	16.710	9
mixture	154	0.004260	16.967	4
mixture	155	0.004320	17.205	8
mixture	156	0.004380	17.443	4
mixture	157	0.004430	17.642	6
mixture	158	0.004500	17.919	8
mixture	159	0.004610	18.355	14
mixture	160	0.004710	18.751	6
mixture	161	0.004805	19.128	13
mixture	162	0.004935	19.643	13
mixture	163	0.005065	20.157	13
mixture	164	0.005195	20.672	13
mixture	165	0.005290	21.048	6
mixture	166	0.005405	21.503	17
mixture	167	0.005575	22.176	17
mixture	168	0.005700	22.670	8
mixture	169	0.005755	22.888	3
mixture	170	0.005810	23.105	8
mixture	171	0.005940	23.619	18
mixture	172	0.006090	24.212	12
mixture	173	0.006185	24.587	7
mixture	174	0.006300	25.041	16
mixture	175	0.006410	25.476	6
mixture	176	0.006555	26.048	23
mixture	177	0.006745	26.798	15
mixture	178	0.006865	27.271	9
mixture	179	0.006955	27.627	9
mixture	180	0.007095	28.179	19
mixture	181	0.007305	29.007	23
mixture	182	0.007555	29.992	27
mixture	183	0.007795	30.937	21
mixture	184	0.007960	31.587	12
mixture	185	0.008135	32.275	23
mixture	186	0.008325	33.023	15
mixture	187	0.008480	33.632	16
mixture	188	0.008645	34.281	17
mixture	189	0.008805	34.910	15
mixture	190	0.008930	35.401	10
mixture	191	0.009055	35.892	15
mixture	192	0.009175	36.363	9
mixture	193	0.009305	36.874	17
mixture	194	0.009440	37.404	10
mixture	195	0.009530	37.757	8
mixture	196	0.009640	38.188	14
mixture	197	0.009795	38.796	17
mixture	198	0.009925	39.306	9
mixture	199	0.010070	39.874	20
mixture	200	0.010330	40.893	32
mixture	201	0.010630	42.068	28
mixture	202	0.010880	43.047	22
mixture	203	0.011090	43.868	20
mixture	204	0.011305	44.709	23
mixture	205	0.011500	45.471	16
mixture	206	0.011710	46.292	26
mixture	207	0.011920	47.112	16
mixture	208	0.012190	48.166	38
mixture	209	0.012520	49.453	28
mixture	210	0.012835	50.681	35
mixture	211	0.013200	52.103	38
mixture	212	0.013590	53.621	40
mixture	213	0.014000	55.216	42
mixture	214	0.014425	56.868	43
mixture	215	0.014790	58.285	30
mixture	216	0.015085	59.430	29
mixture	217	0.015435	60.787	41
mixture	218	0.015835	62.337	39
mixture	219	0.016160	63.595	26
mixture	220	0.016425	64.621	27
mixture	221	0.016805	66.090	49
mixture	222	0.017180	67.539	26
mixture	223	0.017480	68.698	34
mixture	224	0.017895	70.299	49
mixture	225	0.018300	71.860	32
mixture	226	0.018735	73.536	55
mixture	227	0.019280	75.633	54
mixture	228	0.019730	77.363	36
mixture	229	0.020010	78.438	20
mixture	230	0.020335	79.686	45
mixture	231	0.020770	81.354	42
mixture	232	0.021250	83.194	54
mixture	233	0.021665	84.783	29
mixture	234	0.022070	86.332	52
mixture	235	0.022545	88.147	43
mixture	236	0.023060	90.113	60
mixture	237	0.023500	91.791	28
mixture	238	0.023865	93.182	45
mixture	239	0.024270	94.724	36
mixture	240	0.024615	96.036	33
mixture	241	0.024995	97.481	43
mixture	242	0.025575	99.684	73
mixture	243	0.026285	102.376	69
mixture	244	0.026745	104.119	23
mixture	245	0.027050	105.273	38
mixture	246	0.027520	107.051	56
mixture	247	0.028115	109.298	63
mixture	248	0.028695	111.486	53
mixture	249	0.029245	113.559	57
mixture	250	0.029810	115.685	56
mixture	251	0.030350	117.716	52
mixture	252	0.030905	119.800	59
mixture	253	0.031390	121.619	38
mixture	254	0.032085	124.222	101
mixture	255	0.032890	127.233	60
mixture	256	0.033560	129.735	74
mixture	257	0.034475	133.146	109
mixture	258	0.035225	135.937	41
mixture	259	0.035765	137.943	67
mixture	260	0.036555	140.875	91
mixture	261	0.037425	144.097	83
mixture	262	0.038095	146.575	51
mixture	263	0.038805	149.197	91
mixture	264	0.039600	152.127	68
mixture	265	0.040270	154.593	66
mixture	266	0.040735	156.303	27
mixture	267	0.041335	158.506	93
mixture	268	0.042080	161.237	56
mixture	269	0.042860	164.092	100
mixture	270	0.044135	168.748	155
mixture	271	0.045475	173.628	113
mixture	272	0.046630	177.823	118
mixture	273	0.047870	182.314	130
mixture	274	0.049125	186.847	121
mixture	275	0.050485	191.745	151
mixture	276	0.051770	196.359	106
mixture	277	0.052645	199.494	69
mixture	278	0.053295	201.819	61
mixture	279	0.054105	204.711	101
mixture	280	0.055220	208.683	122
mixture	281	0.056260	212.379	86
mixture	282	0.057200	215.713	102
mixture	283	0.058345	219.763	127
mixture	284	0.059335	223.257	71
mixture	285	0.060235	226.427	109
mixture	286	0.061285	230.117	101
mixture	287	0.062620	234.795	166
mixture	288	0.064270	240.557	164
mixture	289	0.065635	245.308	109
mixture	290	0.066810	249.386	126
mixture	291	0.068235	254.316	159
mixture	292	0.070005	260.417	195
mixture	293	0.071765	266.459	157
mixture	294	0.073210	271.401	132
mixture	295	0.074900	277.160	206
mixture	296	0.076720	283.336	158
mixture	297	0.078470	289.250	192
mixture	298	0.080610	296.448	236
mixture	299	0.082560	302.975	154
mixture	300	0.083930	307.543	120
mixture	301	0.085180	311.697	130
mixture	302	0.086520	316.137	138
mixture	303	0.087920	320.760	142
mixture	304	0.089415	325.680	157
mixture	305	0.091670	333.066	294
mixture	306	0.093985	340.607	169
mixture	307	0.095605	345.859	155
mixture	308	0.097140	350.815	152
mixture	309	0.098630	355.608	146
mixture	310	0.100150	360.480	158
mixture	311	0.101660	365.301	144
mixture	312	0.103045	369.707	133
mixture	313	0.104425	374.082	143
mixture	314	0.105905	378.757	153
mixture	315	0.107515	383.822	169
mixture	316	0.109670	390.570	262
mixture	317	0.112040	397.948	212
mixture	318	0.114110	404.356	202
mixture	319	0.115785	409.515	133
mixture	320	0.116860	412.815	82
mixture	321	0.118415	417.572	229
mixture	322	0.120350	423.464	158
mixture	323	0.122535	430.081	279
mixture	324	0.125440	438.819	302
mixture	325	0.128020	446.524	214
mixture	326	0.130180	452.933	218
mixture	327	0.132200	458.893	186
mixture	328	0.134480	465.581	270
mixture	329	0.137475	474.302	329
mixture	330	0.140740	483.729	324
mixture	331	0.143005	490.218	129
mixture	332	0.144925	495.687	255
mixture	333	0.146940	501.395	148
mixture	334	0.148830	506.719	230
mixture	335	0.151190	513.326	242
mixture	336	0.154460	522.408	412
mixture	337	0.159140	535.258	524
mixture	338	0.162535	544.469	155
mixture	339	0.164505	549.772	239
mixture	340	0.166985	556.404	257
mixture	341	0.169640	563.449	274
mixture	342	0.172245	570.307	247
mixture	343	0.174410	575.965	186
mixture	344	0.176415	581.171	215
mixture	345	0.178830	587.399	268
mixture	346	0.182275	596.203	421
mixture	347	0.185790	605.088	282
mixture	348	0.188570	612.045	274
mixture	349	0.192555	621.910	523
mixture	350	0.196670	631.964	300
mixture	351	0.200380	640.911	442
mixture	352	0.204425	650.542	367
mixture	353	0.207940	658.804	336
mixture	354	0.212210	668.708	518
mixture	355	0.216385	678.250	317
mixture	356	0.219565	685.425	319
mixture	357	0.222655	692.319	299
mixture	358	0.225575	698.764	285
mixture	359	0.229655	707.654	531
mixture	360	0.233775	716.497	293
mixture	361	0.236820	722.945	316
mixture	362	0.240080	729.766	336
mixture	363	0.243970	737.795	442
mixture	364	0.247370	744.712	238
mixture	365	0.250770	751.538	442
mixture	366	0.255305	760.497	465
mixture	367	0.260180	769.945	510
mixture	368	0.265390	779.833	532
mixture	369	0.270640	789.576	518
mixture	370	0.275360	798.147	426
mixture	371	0.279585	805.669	419
mixture	372	0.284890	814.911	642
mixture	373	0.290920	825.142	564
mixture	374	0.294990	831.884	250
mixture	375	0.298670	837.865	486
mixture	376	0.304480	847.088	676
mixture	377	0.310410	856.223	510
mixture	378	0.315905	864.436	589
mixture	379	0.321455	872.487	521
mixture	380	0.326385	879.431	465
mixture	381	0.330610	885.228	380
mixture	382	0.333800	889.510	258
mixture	383	0.336505	893.078	283
mixture	384	0.339955	897.542	407
mixture	385	0.344030	902.693	408
mixture	386	0.347555	907.042	297
mixture	387	0.350465	910.557	285
mixture	388	0.353630	914.303	348
mixture	389	0.357140	918.364	354
mixture	390	0.360560	922.226	330
mixture	391	0.363905	925.913	339
mixture	392	0.367170	929.425	314
mixture	393	0.370340	932.753	320
mixture	394	0.373890	936.385	390
mixture	395	0.379460	941.880	724
mixture	396	0.387325	949.217	849
mixture	397	0.393975	955.035	481
mixture	398	0.398805	959.038	485
mixture	399	0.403770	962.959	508
mixture	400	0.407960	966.115	330
mixture	401	0.413860	970.320	850
mixture	402	0.422410	975.919	860
mixture	403	0.429000	979.836	458
mixture	404	0.434895	983.045	721
mixture	405	0.440510	985.844	402
mixture	406	0.445595	988.160	615
mixture	407	0.450685	990.272	403
mixture	408	0.456095	992.289	679
mixture	409	0.461440	994.053	390
mixture	410	0.465290	995.181	380
mixture	411	0.469260	996.220	414
mixture	412	0.473605	997.213	455
mixture	413	0.478115	998.084	447
mixture	414	0.482135	998.723	357
mixture	415	0.485515	999.161	319
mixture	416	0.488635	999.483	305
mixture	417	0.491985	999.743	365
mixture	418	0.495890	999.932	416
mixture	419	0.500570	999.999	520
mixture	420	0.506220	999.845	610
mixture	421	0.512455	999.379	637
mixture	422	0.518885	998.573	649
mixture	423	0.524935	997.513	561
mixture	424	0.529985	996.404	449
mixture	425	0.535975	994.823	749
mixture	426	0.541850	992.994	426
mixture	427	0.546050	991.518	414
mixture	428	0.552065	989.157	789
mixture	429	0.558090	986.502	416
mixture	430	0.562275	984.487	421
mixture	431	0.566135	982.505	351
mixture	432	0.569365	980.754	295
mixture	433	0.574065	978.058	645
mixture	434	0.580485	974.089	639
mixture	435	0.585470	970.780	358
mixture	436	0.589150	968.209	378
mixture	437	0.593180	965.270	428
mixture	438	0.597360	962.084	408
mixture	439	0.601575	958.730	435
mixture	440	0.605955	955.094	441
mixture	441	0.610460	951.194	460
mixture	442	0.615285	946.837	505
mixture	443	0.620125	942.280	463
mixture	444	0.624690	937.810	450
mixture	445	0.629085	933.348	429
mixture	446	0.633380	928.839	430
mixture	447	0.637835	924.006	461
mixture	448	0.642780	918.455	528
mixture	449	0.648435	911.868	603
mixture	450	0.654765	904.191	663
mixture	451	0.661360	895.852	656
mixture	452	0.667385	887.929	549
mixture	453	0.672105	881.519	395
mixture	454	0.676425	875.497	469
mixture	455	0.681105	868.804	467
mixture	456	0.687310	859.660	774
mixture	457	0.693415	850.363	447
mixture	458	0.697925	843.303	455
mixture	459	0.702600	835.813	480
mixture	460	0.706985	828.629	397
mixture	461	0.711410	821.223	488
mixture	462	0.714620	815.753	154
mixture	463	0.717105	811.462	343
mixture	464	0.720735	805.104	383
mixture	465	0.723950	799.386	260
mixture	466	0.727330	793.284	416
mixture	467	0.732650	783.496	648
mixture	468	0.739505	770.549	723
mixture	469	0.745680	758.565	512
mixture	470	0.750015	749.970	355
mixture	471	0.752975	744.015	237
mixture	472	0.756615	736.595	491
mixture	473	0.760185	729.215	223
mixture	474	0.762815	723.713	303
mixture	475	0.765780	717.444	290
mixture	476	0.768680	711.244	290
mixture	477	0.771435	705.292	261
mixture	478	0.773975	699.751	247
mixture	479	0.776440	694.324	246
mixture	480	0.780940	684.291	654
mixture	481	0.786225	672.301	403
mixture	482	0.789395	665.002	231
mixture	483	0.791690	659.668	228
mixture	484	0.794970	651.971	428
mixture	485	0.799170	641.989	412
mixture	486	0.802490	633.999	252
mixture	487	0.805330	627.094	316
mixture	488	0.808585	619.101	335
mixture	489	0.811565	611.709	261
mixture	490	0.814045	605.503	235
mixture	491	0.816680	598.855	292
mixture	492	0.819595	591.436	291
mixture	493	0.822210	584.723	232
mixture	494	0.824310	579.292	188
mixture	495	0.826355	573.970	221
mixture	496	0.828745	567.707	257
mixture	497	0.831585	560.206	311
mixture	498	0.834570	552.252	286
mixture	499	0.836935	545.899	187
mixture	500	0.839070	540.126	240
mixture	501	0.841205	534.317	187
mixture	502	0.843505	528.017	273
mixture	503	0.846380	520.084	302
mixture	504	0.849260	512.070	274
mixture	505	0.852210	503.792	316
mixture	506	0.855425	494.692	327
mixture	507	0.858710	485.309	330
mixture	508	0.862400	474.665	408
mixture	509	0.865595	465.361	231
mixture	510	0.867580	459.540	166
mixture	511	0.870010	452.370	320
mixture	512	0.872495	444.990	177
mixture	513	0.874115	440.152	147
mixture	514	0.875800	435.097	190
mixture	515	0.877835	428.963	217
mixture	516	0.880025	422.324	221
mixture	517	0.881950	416.457	164
mixture	518	0.883680	411.159	182
mixture	519	0.885835	404.525	249
mixture	520	0.888315	396.846	247
mixture	521	0.891190	387.882	328
mixture	522	0.893500	380.631	134
mixture	523	0.895570	374.098	280
mixture	524	0.897910	366.671	188
mixture	525	0.900195	359.376	269
mixture	526	0.902395	352.313	171
mixture	527	0.903905	347.443	131
mixture	528	0.905195	343.268	127
mixture	529	0.906510	338.998	136
mixture	530	0.907755	334.943	113
mixture	531	0.908705	331.841	77
mixture	532	0.909670	328.682	116
mixture	533	0.910890	324.678	128
mixture	534	0.912265	320.150	147
mixture	535	0.913885	314.797	177
mixture	536	0.915515	309.389	149
mixture	537	0.916805	305.094	109
mixture	538	0.917675	302.190	65
mixture	539	0.918950	297.924	190
mixture	540	0.920600	292.383	140
mixture	541	0.922185	287.039	177
mixture	542	0.923815	281.523	149
mixture	543	0.925240	276.684	136
mixture	544	0.926505	272.374	117
mixture	545	0.927625	268.547	107
mixture	546	0.928820	264.454	132
mixture	547	0.930235	259.591	151
mixture	548	0.931730	254.437	148
mixture	549	0.932925	250.304	91
mixture	550	0.933760	247.409	76
mixture	551	0.934540	244.700	80
mixture	552	0.935660	240.801	144
mixture	553	0.936910	236.439	106
mixture	554	0.937980	232.694	108
mixture	555	0.939295	228.080	155
mixture	556	0.940365	224.315	59
mixture	557	0.941020	222.005	72
mixture	558	0.941985	218.597	121
mixture	559	0.943175	214.384	117
mixture	560	0.944390	210.070	126
mixture	561	0.945685	205.460	133
mixture	562	0.946945	200.961	119
mixture	563	0.948070	196.933	106
mixture	564	0.948975	193.686	75
mixture	565	0.949725	190.990	75
mixture	566	0.950585	187.893	97
mixture	567	0.951610	184.194	108
mixture	568	0.952590	180.649	88
mixture	569	0.953220	178.367	38
mixture	570	0.953725	176.534	63
mixture	571	0.954585	173.410	109
mixture	572	0.955480	170.152	70
mixture	573	0.956250	167.344	84
mixture	574	0.957225	163.781	111
mixture	575	0.958145	160.413	73
mixture	576	0.958725	158.285	43
mixture	577	0.959495	155.457	111
mixture	578	0.960320	152.422	54
mixture	579	0.960825	150.561	47
mixture	580	0.961385	148.496	65
mixture	581	0.961970	146.335	52
mixture	582	0.962575	144.097	69
mixture	583	0.963400	141.042	96
mixture	584	0.964250	137.888	74
mixture	585	0.965145	134.561	105
mixture	586	0.966010	131.339	68
mixture	587	0.966545	129.343	39
mixture	588	0.966990	127.681	50
mixture	589	0.967640	125.251	80
mixture	590	0.968240	123.005	40
mixture	591	0.968740	121.131	60
mixture	592	0.969280	119.105	48
mixture	593	0.969750	117.340	46
mixture	594	0.970240	115.497	52
mixture	595	0.970980	112.711	96
mixture	596	0.971860	109.393	80
mixture	597	0.972555	106.767	59
mixture	598	0.973185	104.384	67
mixture	599	0.973685	102.490	33
mixture	600	0.974055	101.087	41
mixture	601	0.974450	99.589	38
mixture	602	0.974870	97.994	46
mixture	603	0.975250	96.550	30
mixture	604	0.975595	95.238	39
mixture	605	0.976075	93.410	57
mixture	606	0.976640	91.257	56
mixture	607	0.977250	88.930	66
mixture	608	0.977830	86.714	50
mixture	609	0.978445	84.362	73
mixture	610	0.979005	82.217	39
mixture	611	0.979455	80.492	51
mixture	612	0.979825	79.072	23
mixture	613	0.980170	77.747	46
mixture	614	0.980545	76.306	29
mixture	615	0.980970	74.671	56
mixture	616	0.981500	72.631	50
mixture	617	0.982015	70.646	53
mixture	618	0.982430	69.045	30
mixture	619	0.982745	67.829	33
mixture	620	0.983020	66.767	22
mixture	621	0.983250	65.878	24
mixture	622	0.983590	64.563	44
mixture	623	0.983945	63.189	27
mixture	624	0.984150	62.395	14
mixture	625	0.984415	61.368	39
mixture	626	0.984785	59.934	35
mixture	627	0.985160	58.479	40
mixture	628	0.985485	57.217	25
mixture	629	0.985855	55.780	49
mixture	630	0.986245	54.263	29
mixture	631	0.986600	52.882	42
